,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,predicted,actual,error
7382,5.9579,1002.2,94.34,3.6484,32.868,1100.1,529.79,164.31,13.931,0.59784,68.527,165.32782,164.31,1.0178198242187477
7383,5.3029,1002.9,95.474,3.69,32.895,1099.8,529.14,165.26,13.995,0.44669,66.705,166.11223,165.26,0.8522283935546966
7384,4.903,1004.6,95.265,2.7446,23.314,1081.4,549.92,133.81,11.749,1.3779,78.433,133.84515,133.81,0.035153808593747726
7385,4.5317,1005.3,91.789,2.7349,23.179,1080.9,550.01,133.63,11.668,1.6568,78.843,133.46548,133.63,-0.16451538085937045
7386,4.3515,1006.3,88.355,2.7243,23.103,1080.7,549.98,133.58,11.679,1.9036,79.973,133.27875,133.58,-0.3012524414062625
7387,4.0341,1006.8,88.826,2.7018,22.964,1080.0,549.99,132.97,11.635,1.8287,81.187,132.60152,132.97,-0.36848327636718636
7388,3.5906,1006.9,86.747,2.5785,21.819,1062.9,543.31,125.41,11.262,4.7429,93.563,125.81304,125.41,0.40304168701172216
7389,2.1922,1008.5,82.957,2.5132,20.54,1059.7,546.04,119.19,10.876,3.427,116.85,118.56815,119.19,-0.6218466186523415
7390,2.3623,1008.5,85.392,2.7756,23.356,1082.4,549.96,134.85,11.72,1.4243,83.389,134.49864,134.85,-0.3513580322265568
7391,2.4395,1008.9,83.307,3.2924,28.084,1090.3,538.56,149.99,12.914,1.1463,78.336,149.45398,149.99,-0.5360205078125091
7392,2.586,1009.1,81.156,3.8435,33.266,1099.9,526.54,167.61,14.175,1.4634,70.9,168.45255,167.61,0.8425451660156114
7393,2.582,1009.1,79.988,3.9009,33.643,1100.0,524.97,168.74,14.238,0.62069,67.549,169.1818,168.74,0.4417932128906159
7394,2.1006,1008.9,90.24,3.9683,34.355,1100.0,523.0,170.6,14.372,0.31939,67.191,170.30614,170.6,-0.2938629150390568
7395,1.0891,1008.9,97.386,4.0088,34.423,1099.9,522.48,171.3,14.456,0.72411,69.503,170.84752,171.3,-0.45248107910157387
7396,0.93979,1009.3,99.966,4.1763,34.459,1100.0,522.51,171.36,14.418,0.37778,66.538,170.83936,171.36,-0.5206445312500136
7397,0.91206,1009.7,100.2,4.4082,34.687,1099.9,521.9,171.69,14.443,0.29088,65.276,170.96445,171.69,-0.7255529785156227
7398,0.60394,1010.9,100.2,5.5052,34.058,1099.9,523.7,170.51,14.349,0.17509,66.116,170.04305,170.51,-0.4669549560546784
7399,0.58759,1011.3,100.2,6.4027,33.356,1099.8,525.81,168.98,14.178,0.19734,66.698,168.7538,168.98,-0.22620056152342727
7400,0.76744,1011.8,100.2,6.3039,31.262,1095.5,530.58,159.08,13.653,0.3332,69.125,160.3518,159.08,1.2718066406249875
7401,1.6462,1012.4,98.996,4.4664,22.877,1080.2,549.93,129.99,11.632,1.3072,88.442,131.67123,129.99,1.681234130859366
7402,1.9711,1012.5,98.018,4.5051,23.91,1086.0,549.91,134.15,11.924,0.55129,84.053,133.49808,134.15,-0.6519226074218807
7403,2.0124,1012.7,94.695,4.361,23.955,1086.8,549.94,134.53,11.972,0.86987,84.893,134.72267,134.53,0.19267150878906136
7404,2.2186,1012.6,92.467,4.1548,23.418,1082.4,549.46,131.44,11.762,1.6769,92.211,133.26656,131.44,1.8265557861328148
7405,2.2158,1013.1,88.695,3.3709,19.387,1058.9,550.17,113.32,10.624,4.2764,99.759,113.570045,113.32,0.25004547119141307
7406,2.0817,1013.5,86.93,3.2777,19.423,1059.1,550.01,113.6,10.596,4.3369,101.61,113.69703,113.6,0.09702911376953693
7407,1.3883,1013.6,88.029,3.1927,19.382,1059.0,550.03,113.69,10.596,4.6744,105.21,113.42329,113.69,-0.2667135620117165
7408,1.2645,1013.7,87.239,3.1398,19.33,1058.7,550.04,113.45,10.583,4.7917,108.15,112.98203,113.45,-0.4679672241210966
7409,1.7359,1013.7,84.242,3.1256,19.408,1058.8,550.07,113.45,10.65,4.4532,104.5,113.487724,113.45,0.03772430419921591
7410,2.4109,1013.5,83.984,3.1092,19.492,1058.5,549.43,113.75,10.617,4.2201,106.94,113.52741,113.75,-0.22258758544921875
7411,2.6609,1013.7,84.398,3.4049,22.093,1073.7,549.44,125.3,11.312,2.634,101.62,126.090324,125.3,0.7903244018554716
7412,2.981,1013.9,84.658,3.6767,24.197,1087.2,550.01,134.86,11.896,1.2147,85.512,135.33865,134.86,0.47865356445311136
7413,3.4203,1013.8,84.78,3.5516,24.05,1086.0,550.04,135.03,11.86,1.2633,84.545,134.63,135.03,-0.39999511718750114
7414,3.5955,1013.6,85.123,3.3654,23.541,1083.1,550.03,134.3,11.739,1.8913,83.195,134.13625,134.3,-0.16375427246094887
7415,3.7,1013.1,85.486,3.4103,23.866,1085.1,549.99,135.18,11.899,2.3162,83.693,135.04305,135.18,-0.13695495605469432
7416,4.1564,1012.4,85.622,3.4272,23.978,1085.5,549.87,134.17,11.949,2.3116,84.46,135.20915,134.17,1.0391522216797
7417,4.5143,1012.5,86.71,3.3839,24.155,1086.1,550.06,134.56,11.937,1.6874,83.931,135.06577,134.56,0.5057653808593727
7418,4.8178,1012.7,88.474,3.3619,24.197,1086.3,549.87,134.66,11.907,1.3232,83.392,134.94162,134.66,0.2816198730468784
7419,4.792,1012.9,90.272,3.7188,27.906,1092.1,540.99,145.78,12.824,1.0949,78.518,148.0586,145.78,2.278593749999999
7420,4.9154,1012.9,91.425,4.3276,33.31,1099.8,527.28,162.66,14.073,0.41067,67.552,166.54422,162.66,3.8842199707031284
7421,4.6804,1013.1,93.051,4.1439,32.93,1099.8,528.16,165.62,14.016,0.36632,68.13,166.1514,165.62,0.5313977050781205
7422,4.3299,1013.3,95.267,3.5533,27.548,1091.5,541.22,147.66,12.764,0.89717,76.878,147.43797,147.66,-0.2220269775390591
7423,4.4561,1013.3,95.379,3.1562,23.956,1086.1,550.14,135.36,11.867,1.315,82.395,134.3906,135.36,-0.9694055175781386
7424,4.5552,1013.4,94.488,3.0889,23.706,1084.3,550.22,133.93,11.833,1.4462,82.135,134.07526,133.93,0.14525634765624318
7425,4.524,1013.7,93.167,3.0312,23.611,1083.6,550.0,133.7,11.84,1.5999,81.979,134.10301,133.7,0.40301208496094887
7426,4.2429,1013.9,92.083,3.0043,23.619,1083.5,550.08,134.24,11.776,1.6044,82.59,134.03096,134.24,-0.2090399169921966
7427,3.9984,1013.8,91.01,2.94,23.274,1081.8,549.92,133.01,11.655,1.6016,83.136,133.30034,133.01,0.2903387451171966
7428,3.7477,1013.8,88.633,2.9302,23.254,1081.9,550.0,133.13,11.746,1.5308,83.563,133.3708,133.13,0.24080383300781705
7429,3.7533,1014.0,89.811,2.7502,21.705,1066.3,546.21,123.92,11.206,4.2779,106.93,123.87171,123.92,-0.048288269042970455
7430,3.8868,1014.2,84.871,2.491,19.222,1051.1,545.91,111.92,10.482,7.0255,119.89,111.0214,111.92,-0.8985995483398455
7431,3.8799,1014.5,85.407,2.4699,19.264,1049.6,544.87,111.83,10.485,7.2476,118.48,111.112724,111.83,-0.7172756958007795
7432,4.0742,1014.7,86.19,2.7091,21.283,1064.7,546.81,121.46,11.083,4.8122,105.22,121.3903,121.46,-0.0697030639648375
7433,4.1992,1015.1,86.638,2.9316,23.515,1083.3,549.96,133.81,11.703,1.5046,82.601,134.09224,133.81,0.2822393798828102
7434,4.1811,1015.6,87.478,2.8575,23.434,1083.1,550.01,134.46,11.815,1.5418,82.369,133.99187,134.46,-0.46813293457032046
7435,4.3819,1016.1,87.744,2.8899,23.447,1083.4,549.89,134.53,11.798,1.5968,83.151,134.05472,134.53,-0.47528198242187614
7436,4.5844,1016.0,87.36,2.8676,23.257,1082.4,550.08,133.64,11.774,1.6556,82.384,133.54541,133.64,-0.09458984374998636
7437,4.593,1015.8,87.124,2.8513,23.297,1082.9,550.04,134.11,11.74,1.3733,82.341,133.71123,134.11,-0.39877258300782614
7438,4.5716,1015.7,87.541,2.8691,23.437,1083.6,549.97,134.67,11.832,1.3822,82.357,134.07611,134.67,-0.5938891601562375
7439,4.7357,1015.8,87.833,2.8611,23.595,1084.1,549.9,135.08,11.844,1.3675,81.212,134.39569,135.08,-0.6843090820312625
7440,4.7076,1016.4,87.651,2.8772,23.572,1084.1,549.95,134.64,11.87,1.287,80.542,134.4254,134.64,-0.21460021972654886
7441,4.626,1016.7,87.869,2.9483,23.835,1085.4,549.89,135.32,11.956,1.2903,80.156,135.14854,135.32,-0.17145568847655568
7442,4.4809,1017.0,88.21,4.0757,34.268,1099.9,522.96,168.06,14.361,0.41879,63.952,169.09227,168.06,1.0322698974609352
7443,4.3686,1017.3,89.425,3.9818,33.509,1100.2,525.18,166.93,14.21,0.36959,63.647,168.00235,166.93,1.0723498535156182
7444,4.355,1017.7,91.229,4.0394,33.735,1100.0,524.37,167.37,14.286,0.31551,63.858,168.41884,167.37,1.048838500976558
7445,4.4445,1018.0,92.483,3.2471,26.659,1089.1,541.86,144.89,12.642,1.1043,75.102,144.06136,144.89,-0.8286444091796739
7446,4.6788,1018.3,92.511,2.8941,23.466,1084.2,549.93,134.43,11.891,1.272,79.401,134.31424,134.43,-0.11576049804688182
7447,4.692,1018.5,93.654,2.8844,23.46,1084.0,549.85,134.2,11.82,1.2904,79.284,134.20934,134.2,0.009335327148448869
7448,4.812,1018.5,94.067,2.8826,23.47,1084.1,549.96,134.15,11.801,1.3063,80.287,134.09306,134.15,-0.056936645507818184
7449,4.5756,1018.1,94.388,2.8035,22.812,1079.0,549.12,130.81,11.585,2.462,87.938,131.32715,130.81,0.5171484374999977
7450,5.0728,1017.8,93.302,2.476,19.198,1057.7,549.92,112.01,10.612,5.4244,110.26,111.46313,112.01,-0.5468728637695364
7451,5.2528,1017.7,91.963,2.47,19.179,1057.3,549.92,111.55,10.575,5.1907,107.83,111.3639,111.55,-0.1861007690429659
7452,5.1017,1017.6,93.184,2.4337,19.172,1057.0,550.01,111.3,10.513,5.4064,111.25,110.826164,111.3,-0.4738357543945284
7453,4.874,1017.5,93.858,2.4171,19.086,1056.1,549.82,111.04,10.512,5.6956,115.66,110.243706,111.04,-0.7962942504882875
7454,5.3061,1018.3,94.381,2.86,23.459,1083.7,549.79,134.39,11.709,1.6359,79.229,134.09071,134.39,-0.29928649902342386
7455,5.5379,1018.5,95.824,2.8765,23.506,1084.1,549.98,134.34,11.745,1.2568,77.139,134.10757,134.34,-0.2324255371093784
7456,5.9451,1018.1,96.61,2.8643,23.473,1083.9,549.92,134.0,11.785,1.3697,77.476,134.00905,134.0,0.0090484619140625
7457,6.2801,1017.5,97.52,2.9017,23.592,1084.6,549.91,134.46,11.858,1.6547,77.323,134.29953,134.46,-0.16046997070313296
7458,6.6343,1017.4,97.822,2.9311,23.627,1084.4,550.01,134.25,11.776,1.6029,77.361,134.13754,134.25,-0.112457275390625
7459,6.854,1017.5,96.731,2.904,23.466,1083.4,550.1,133.37,11.79,1.7432,78.647,133.63237,133.37,0.26236999511718295
7460,6.8955,1017.8,95.46,2.9272,23.704,1084.9,550.0,134.57,11.863,1.7659,77.187,134.44998,134.57,-0.12001831054686818
7461,6.7757,1017.7,95.563,2.9189,23.658,1084.5,550.03,134.38,11.818,1.7309,77.365,134.28325,134.38,-0.09675109863280795
7462,6.6694,1017.9,95.939,2.9479,24.024,1086.8,549.94,136.34,11.884,1.5093,77.257,134.92427,136.34,-1.415729370117191
7463,6.6571,1018.4,95.482,2.8784,23.613,1084.2,550.08,134.19,11.817,1.4852,77.263,134.1158,134.19,-0.07420104980468523
7464,6.4944,1018.6,96.125,2.8989,23.532,1083.8,549.91,133.9,11.839,1.6184,77.151,134.03354,133.9,0.13353881835936932
7465,6.4484,1019.0,97.032,2.8735,23.323,1082.8,550.06,133.05,11.822,1.6462,77.139,133.40024,133.05,0.35023803710936363
7466,6.5559,1019.1,97.657,2.91,23.525,1084.2,550.04,134.13,11.855,1.5274,77.033,134.06584,134.13,-0.06415832519530795
7467,6.6575,1019.3,97.994,2.8997,23.63,1084.6,550.14,134.41,11.894,1.4845,77.138,134.1758,134.41,-0.2342034912109341
7468,6.827,1019.6,98.305,2.8985,23.546,1083.8,549.86,133.64,11.826,1.5472,77.14,133.91261,133.64,0.27261291503907614
7469,7.0876,1019.6,97.632,2.902,23.661,1084.4,549.92,133.98,11.786,1.5882,75.794,134.16786,133.98,0.18786193847657273
7470,7.0473,1019.6,96.885,2.4558,19.501,1032.0,532.32,109.21,10.567,11.374,112.23,109.00779,109.21,-0.2022103881835875
7471,7.4933,1020.0,95.907,2.4185,19.45,1035.5,535.17,109.51,10.548,11.789,104.67,109.351875,109.51,-0.15812469482422387
7472,7.6369,1020.1,94.562,2.4163,19.429,1042.7,539.6,111.22,10.544,9.8053,97.042,110.82584,111.22,-0.3941561889648426
7473,7.2086,1019.7,95.242,2.4292,19.576,1043.4,539.88,111.63,10.542,9.5847,97.051,111.24387,111.63,-0.3861264038085892
7474,6.6429,1019.8,94.478,2.4324,19.561,1034.9,533.98,110.38,10.554,12.93,109.23,109.90559,110.38,-0.4744137573242142
7475,6.2206,1020.1,95.525,2.5506,20.446,1044.1,536.5,115.22,10.887,10.588,109.36,114.513626,115.22,-0.7063739013671864
7476,5.7933,1020.7,96.06,2.8848,23.524,1083.8,549.97,133.55,11.81,1.8211,79.754,134.021,133.55,0.47099609374998863
7477,5.897,1021.3,96.871,2.9519,23.901,1086.3,550.12,134.63,11.941,1.5914,79.416,134.7484,134.63,0.11839782714844205
7478,6.8391,1021.7,97.401,2.9233,23.774,1085.2,550.04,134.5,11.759,1.3202,77.339,134.30434,134.5,-0.1956634521484375
7479,7.6493,1022.0,96.057,2.8945,23.636,1084.2,550.02,133.79,11.736,1.4439,77.152,133.81967,133.79,0.029671630859382958
7480,8.8889,1021.7,91.623,2.9491,23.908,1084.7,549.99,133.53,11.781,1.5178,76.989,133.99803,133.53,0.46803161621093636
7481,9.9736,1021.1,81.416,2.9676,24.154,1086.0,550.09,134.16,11.782,1.4073,75.213,134.56612,134.16,0.4061163330078159
7482,10.453,1021.0,77.637,2.975,24.121,1085.4,550.08,133.32,11.852,1.3589,75.267,134.15105,133.32,0.8310467529296943
7483,10.743,1021.1,77.019,2.9581,24.171,1085.7,549.89,133.86,11.847,1.3462,75.028,134.29956,133.86,0.43956054687498636
7484,11.137,1021.3,74.755,2.9493,24.208,1085.9,549.91,134.04,11.96,1.5049,76.457,134.2374,134.04,0.19739624023438296
7485,11.137,1021.3,73.946,3.9891,33.618,1099.3,526.14,162.45,14.13,0.78528,66.38,163.33531,162.45,0.8853118896484489
7486,10.397,1021.2,79.489,3.9525,33.439,1099.9,526.84,163.47,14.115,0.74315,63.409,163.50258,163.47,0.03257873535156364
7487,9.5352,1021.4,80.329,3.8279,32.567,1099.9,529.49,162.21,13.976,0.43191,65.018,161.96805,162.21,-0.24195190429688296
7488,8.7929,1021.3,83.231,3.1194,26.157,1087.2,543.74,141.5,12.364,1.2254,74.328,140.15503,141.5,-1.344970703125
7489,7.5881,1021.5,87.608,2.7575,23.25,1081.2,550.0,132.1,11.629,1.8729,77.828,131.89922,132.1,-0.20078430175780682
7490,6.7075,1021.5,91.124,2.7758,22.842,1079.1,550.07,130.55,11.613,2.1766,78.741,130.45253,130.55,-0.09747009277344887
7491,6.1001,1021.6,93.236,2.8345,23.364,1082.5,550.08,133.29,11.769,1.8898,77.224,133.32777,133.29,0.03777404785157046
7492,6.3297,1021.5,95.555,2.8704,23.649,1084.0,550.03,134.29,11.841,1.8833,76.986,134.1687,134.29,-0.12129882812499204
7493,6.3592,1021.4,94.552,2.8559,23.58,1083.5,549.81,133.86,11.827,1.6241,77.133,133.97484,133.86,0.11483825683592386
7494,5.9141,1021.3,93.878,2.6849,22.145,1058.0,539.02,123.71,11.305,1.9272,98.592,122.32765,123.71,-1.3823480224609312
7495,5.5813,1021.8,91.906,3.0081,24.318,1087.7,549.93,134.08,11.89,1.2151,80.216,135.2284,134.08,1.1483935546874875
7496,5.72,1022.1,91.596,3.6101,30.213,1093.9,534.06,153.24,13.377,0.7507,69.074,154.20044,153.24,0.9604394531249909
7497,6.1369,1022.6,94.141,4.0021,33.866,1099.9,524.93,165.93,14.207,0.21251,61.082,166.821,165.93,0.8909991455078057
7498,7.438,1022.8,96.561,3.9263,33.133,1100.2,527.47,163.62,14.111,0.22119,62.699,164.29263,163.62,0.6726330566406205
7499,9.7338,1022.5,97.038,3.9267,32.849,1100.1,528.76,161.15,14.014,0.36978,64.665,161.83412,161.15,0.6841217041015568
7500,11.534,1021.9,88.393,3.9578,32.575,1100.0,529.56,160.03,13.933,0.28695,63.045,160.5372,160.03,0.5072009277343739
7501,12.386,1021.5,84.478,3.8925,32.253,1099.8,530.82,159.01,13.866,0.28804,63.662,159.3245,159.01,0.3144934082031341
7502,13.081,1021.1,81.064,3.887,32.204,1100.2,531.15,158.95,13.872,0.27332,64.383,159.00604,158.95,0.05604248046876137
7503,12.791,1020.9,80.06,3.9283,32.68,1100.2,529.62,159.86,13.95,0.37326,64.017,160.26115,159.86,0.40115417480467386
7504,12.495,1020.9,82.267,3.9022,32.525,1100.1,530.1,160.13,13.956,0.42917,64.366,160.02686,160.13,-0.10314453124999545
7505,12.11,1020.8,83.588,3.9296,32.997,1100.3,528.57,161.64,14.007,0.70827,64.645,161.26036,161.64,-0.37963928222654886
7506,11.319,1021.0,85.867,3.0903,25.4,1086.5,546.12,138.28,12.194,1.6235,72.676,137.42552,138.28,-0.8544781494140636
7507,10.186,1021.1,88.555,2.901,23.841,1084.1,550.12,133.65,11.821,1.7204,74.854,133.26631,133.65,-0.3836883544921932
7508,9.0964,1020.8,91.398,2.9174,23.857,1084.3,549.74,134.05,11.807,1.754,76.195,133.84995,134.05,-0.20005493164063637
7509,8.3157,1020.5,93.014,2.8702,23.765,1083.7,550.09,133.8,11.846,1.5769,77.312,133.56065,133.8,-0.23934631347657387
7510,7.4388,1020.3,92.984,2.8574,23.684,1083.4,549.82,133.75,11.77,1.7709,78.999,133.67332,133.75,-0.0766754150390625
7511,6.6618,1020.1,93.945,2.8515,23.591,1083.0,550.19,133.64,11.705,1.7525,79.329,133.46103,133.64,-0.17897094726561136
7512,6.3491,1019.8,95.514,2.881,23.513,1082.6,550.06,133.32,11.753,1.5994,78.601,133.36821,133.32,0.04820983886719432
7513,6.4457,1019.3,95.694,2.8346,23.486,1082.5,550.02,133.19,11.72,1.6572,77.412,133.30995,133.19,0.11995178222656477
7514,6.5022,1019.4,95.585,2.8677,23.476,1082.3,549.84,132.83,11.739,1.6139,76.433,133.28288,132.83,0.452882690429675
7515,6.9756,1019.1,97.407,2.5781,20.712,1056.9,544.55,117.1,10.839,6.4104,103.4,116.496864,117.1,-0.6031356811523381
7516,7.2363,1018.8,97.795,2.4729,19.183,1045.9,543.35,109.22,10.492,9.2752,116.53,108.97976,109.22,-0.2402407836914051
7517,6.8455,1018.9,96.46,2.6999,21.568,1065.1,546.21,122.3,11.199,5.4105,96.97,122.19059,122.3,-0.10941009521484091
7518,6.4714,1018.9,98.487,2.9703,23.889,1085.0,550.0,134.3,11.894,1.7719,78.376,134.47453,134.3,0.17453308105467613
7519,6.688,1019.0,99.795,2.9828,23.964,1085.0,549.99,134.1,11.878,1.6839,77.249,134.45212,134.1,0.3521179199218807
7520,7.5165,1019.2,99.647,3.1194,25.325,1085.6,546.14,137.41,12.207,1.7873,75.027,138.09892,137.41,0.6889227294921909
7521,8.1786,1019.5,100.15,4.0606,33.619,1099.9,526.44,164.0,14.172,0.40785,62.508,164.72408,164.0,0.7240753173828125
7522,10.131,1019.5,100.17,3.9461,32.669,1099.9,529.6,160.21,13.878,0.25008,64.889,161.09802,160.21,0.888022460937492
7523,12.582,1019.4,97.842,3.9271,32.294,1100.0,531.2,157.92,13.774,0.23897,67.411,158.51437,157.92,0.5943737792968875
7524,14.306,1018.8,88.585,3.8647,31.524,1099.9,533.82,155.34,13.672,0.39022,68.771,156.11101,155.34,0.7710076904296841
7525,15.501,1018.1,80.116,3.8473,31.388,1100.1,534.32,154.83,13.619,0.63457,69.872,155.68695,154.83,0.8569506835937375
7526,15.618,1017.7,80.018,3.8121,31.256,1099.9,535.0,154.97,13.655,0.72528,70.974,155.16,154.97,0.19000366210937614
7527,15.331,1017.6,81.503,3.8812,32.083,1099.7,532.15,157.04,13.775,0.84552,68.558,157.22409,157.04,0.18409057617188296
7528,14.834,1017.3,84.81,3.7105,30.885,1098.4,535.23,154.4,13.517,0.88989,68.936,154.11626,154.4,-0.2837432861328182
7529,13.72,1017.1,88.963,2.9934,24.418,1086.4,550.03,134.35,11.865,2.2195,73.858,133.99576,134.35,-0.3542419433593693
7530,12.772,1017.2,90.497,2.9282,24.174,1085.1,550.21,133.76,11.803,1.6794,73.265,133.28966,133.76,-0.4703424072265534
7531,12.187,1017.2,92.389,2.8928,24.009,1084.1,550.2,133.05,11.792,1.6454,72.874,132.7882,133.05,-0.26180725097657387
7532,11.672,1017.0,92.297,2.9108,23.958,1083.9,550.15,133.08,11.814,1.5442,73.674,132.82751,133.08,-0.2524853515625125
7533,10.923,1016.9,93.146,2.9125,23.873,1083.5,550.26,133.04,11.85,1.5679,74.846,132.74663,133.04,-0.29337219238280454
7534,10.249,1016.9,94.978,2.9337,23.993,1084.2,550.25,133.64,11.859,1.8138,74.882,133.4815,133.64,-0.15849365234373636
7535,9.3804,1016.9,93.537,2.9127,23.784,1083.4,550.15,133.42,11.809,1.8174,75.284,133.22374,133.42,-0.19626037597655
7536,8.7265,1016.6,95.373,2.8656,23.573,1082.3,549.98,132.49,11.692,1.8578,74.887,132.70042,132.49,0.2104241943359284
7537,8.5931,1016.2,96.55,2.8696,23.491,1081.9,550.11,132.07,11.731,1.89,76.019,132.38719,132.07,0.3171917724609443
7538,9.498,1016.2,99.137,2.9249,23.994,1084.4,550.14,133.64,11.833,1.7821,73.839,133.82793,133.64,0.18792663574220114
7539,9.3796,1015.9,97.484,2.4253,19.412,1044.6,542.24,110.01,10.461,8.7933,93.347,110.06322,110.01,0.053217163085932384
7540,9.8141,1015.8,99.051,2.4293,18.994,1050.7,547.88,108.7,10.459,7.0819,99.895,108.86591,108.7,0.1659133911132784
7541,10.042,1015.8,96.088,2.5091,19.876,1056.0,548.12,112.99,10.675,6.5909,102.46,111.832146,112.99,-1.1578543090820261
7542,9.9414,1015.8,95.979,2.9453,24.029,1084.4,549.92,133.34,11.741,1.6362,75.572,133.7572,133.34,0.4172021484374966
7543,9.0429,1016.2,96.148,2.911,23.979,1084.2,549.99,133.65,11.738,1.5217,76.641,133.78833,133.65,0.13833007812499432
7544,8.7325,1016.6,96.533,2.933,23.943,1084.2,550.07,133.74,11.8,1.6181,77.153,133.84439,133.74,0.1043908691406159
7545,9.1327,1016.9,98.171,3.1698,26.009,1088.0,545.34,139.83,12.277,1.307,73.672,139.79352,139.83,-0.036481933593762506
7546,12.969,1016.7,97.343,3.8727,31.81,1100.1,532.94,157.24,13.72,0.12183,65.567,157.5839,157.24,0.3438928222656159
7547,14.139,1016.2,88.784,3.895,32.131,1099.9,531.97,157.33,13.721,0.40311,66.767,157.74583,157.33,0.415834350585925
7548,14.668,1015.8,86.357,3.4884,28.504,1093.5,540.41,145.92,12.91,1.0633,69.329,145.51607,145.92,-0.403932495117175
7549,14.778,1015.6,87.363,3.023,24.503,1086.4,549.79,133.7,11.97,1.6113,72.604,133.84448,133.7,0.14448242187501137
7550,14.84,1015.4,86.811,3.0052,24.425,1085.9,549.88,133.45,11.957,1.6364,72.98,133.5167,133.45,0.06669311523438637
7551,14.786,1015.5,85.371,2.9725,24.45,1086.0,549.95,133.55,11.869,1.6994,74.09,133.53601,133.55,-0.013989257812511369
7552,14.561,1015.4,85.189,2.9818,24.494,1086.2,550.02,133.84,11.861,1.7767,75.73,133.71362,133.84,-0.1263769531250034
7553,14.482,1015.3,84.005,2.9735,24.453,1086.0,549.9,133.54,11.823,1.9061,74.621,133.66328,133.54,0.12328430175782046
7554,14.452,1015.5,84.337,3.0264,24.555,1086.7,549.99,134.07,11.896,1.6782,73.489,134.03766,134.07,-0.03234130859374318
7555,14.454,1015.5,84.517,2.9661,24.414,1085.8,550.11,133.43,11.966,1.6897,73.572,133.5133,133.43,0.08330566406249318
7556,13.875,1015.3,86.431,2.9691,24.205,1084.7,549.97,132.99,11.895,1.7098,73.44,132.9722,132.99,-0.017801513671884095
7557,13.382,1015.2,88.189,2.9808,24.419,1085.9,549.83,133.87,11.897,1.733,73.576,133.91737,133.87,0.04737365722655795
7558,13.152,1015.1,89.011,2.9424,24.341,1085.5,550.07,133.67,11.841,1.8601,73.767,133.6324,133.67,-0.037599487304674994
7559,12.396,1014.9,91.08,2.9301,24.174,1084.8,550.04,133.36,11.826,2.02,73.712,133.42023,133.36,0.06022705078123636
7560,11.837,1014.7,93.951,2.4591,19.855,1052.3,545.86,112.46,10.644,6.1997,83.815,112.07469,112.46,-0.38530822753905625
7561,11.956,1014.6,94.323,2.389,19.4,1047.2,544.37,109.73,10.442,7.4367,89.491,109.561516,109.73,-0.16848419189453523
7562,12.035,1014.4,94.636,2.3542,19.28,1050.5,547.01,110.07,10.332,6.0168,83.726,109.8929,110.07,-0.17710144042968068
7563,12.054,1013.9,95.125,2.3741,19.151,1050.2,547.42,109.41,10.323,7.1055,85.832,109.409325,109.41,-0.0006753540039028394
7564,12.068,1013.9,95.301,2.4161,19.212,1052.8,548.85,110.2,10.433,6.3283,81.53,110.29505,110.2,0.09505157470702841
7565,11.848,1013.9,95.989,2.8399,23.192,1078.0,549.84,128.58,11.529,3.1188,77.336,128.7598,128.58,0.1797961425781125
7566,12.182,1014.0,97.103,2.9968,24.664,1087.2,549.77,135.09,11.871,1.5095,73.14,134.84093,135.09,-0.2490728759765659
7567,12.35,1014.2,96.62,3.3215,27.266,1089.2,542.59,141.98,12.569,1.5868,71.424,141.5886,141.98,-0.39140747070311477
7568,13.02,1014.4,98.006,3.9025,32.393,1099.8,531.34,158.5,13.811,0.83425,63.41,158.73718,158.5,0.2371826171875
7569,13.936,1014.4,96.339,3.8104,31.393,1099.5,534.31,155.97,13.544,0.6709,65.732,156.10237,155.97,0.13237121582031364
7570,14.736,1013.9,94.871,3.0077,24.456,1085.8,550.13,133.19,11.912,1.4436,71.754,133.35857,133.19,0.16856628417968977
7571,15.436,1013.2,90.252,3.0414,24.763,1087.4,549.81,134.21,11.978,1.6325,72.728,134.3354,134.21,0.12540344238280454
7572,15.041,1012.8,91.115,3.0158,24.605,1086.5,549.94,133.73,11.959,1.3445,70.923,133.87753,133.73,0.14753295898438523
7573,14.88,1012.4,92.225,3.0012,24.51,1086.0,549.86,133.39,11.851,1.3198,70.337,133.61134,133.39,0.22134338378907614
7574,14.34,1012.4,94.015,3.0398,24.678,1086.9,549.95,134.26,11.944,1.1825,70.656,134.29211,134.26,0.032114257812509095
7575,14.036,1012.4,94.327,3.0204,24.7,1087.1,549.99,134.61,11.934,1.4776,69.803,134.48105,134.61,-0.12895141601563864
7576,13.895,1012.6,92.687,3.0029,24.653,1086.9,549.66,134.66,11.85,1.5299,69.942,134.52292,134.66,-0.1370812988281216
7577,14.036,1012.8,90.787,3.015,24.553,1086.7,550.07,134.26,11.909,1.5639,70.336,134.23181,134.26,-0.028188476562490905
7578,14.133,1012.9,89.89,2.5835,20.87,1062.3,548.44,117.07,10.86,4.4117,74.996,117.1791,117.07,0.10910003662110057
7579,14.072,1013.2,89.43,2.416,19.186,1049.1,546.96,108.84,10.467,6.6719,78.987,108.7847,108.84,-0.05530151367187841
7580,14.043,1013.6,89.884,2.9631,24.258,1084.7,550.26,132.66,11.865,2.0751,73.349,132.94324,132.66,0.2832373046875034
